"","Main_Location","Date","Dir","AM_PHV","PM_PHV","ADT","AAWDT","AAWET","Intersection","formatted_address","geometry.location.lat","geometry.location.lng"
"656","N SHERIDAN BLVD",2006-04-19,"NBLT",574,680,NA,NA,NA,"W COLFAX AVE","Sheridan Boulevard & West Colfax Avenue, Denver, CO 80214, USA","39.7404264","-105.0532219"
"657","N SHERIDAN BLVD",2009-05-11,"NB",885,1553,NA,NA,NA,"W 17TH AVE","West 17th Avenue & Sheridan Boulevard, Edgewater, CO 80214, USA","39.743979","-105.0532371"
"658","N SHERIDAN BLVD",2009-05-11,"SB",1385,1451,NA,NA,NA,"W BYRON PLACE","West Byron Place & Sheridan Boulevard, Edgewater, CO 80214, USA","39.7530279","-105.0532365"
"659","N SHERMAN ST",2014-06-06,"SB",35,52,NA,585,NA,"E 12th AVE ","E 12th Ave & Sherman St, Denver, CO 80203, USA","39.7352795","-104.9848542"
"660","N SHERMAN ST",2014-06-06,"SB",35,52,NA,585,NA," E 11th AVE","Sherman St, Denver, CO, USA","39.732052","-104.9848593"
"661","N SPEER BLVD",2015-01-15,"SB",2526,2894,NA,30403,NA,"ARAPAHOE ST","Speer Blvd & Arapahoe St, Denver, CO 80204, USA","39.7444707","-105.0000282"
"662","N SPRUCE ST",2014-06-06,"SB",141,90,NA,1006,NA,"E 4th AVE ","Spruce St & E 4th Ave, Denver, CO 80230, USA","39.7243072","-104.8972611"
"663","N SPRUCE ST",2014-06-06,"SB",141,90,NA,1006,NA," E 1st PLACE","Spruce St, Denver, CO, USA","39.7581536","-104.8971043"
"664","N STEELE ST",2014-11-21,"SB",49,56,NA,531,NA,"E 27th AVE ","E 27th Ave & Steele St, Denver, CO 80205, USA","39.7557253","-104.9499199"
"665","N STEELE ST",2014-11-21,"SB",49,56,NA,531,NA," E 26th AVE","Steele St, Denver, CO, USA","39.7553656","-104.9499194"
"666","N TENNYSON ST",2014-04-11,"SB",116,169,NA,1710,NA,"W 31st AVE ","Tennyson St & W 31st Ave, Denver, CO 80212, USA","39.7612152","-105.0440019"
"667","N TENNYSON ST",2014-04-11,"SB",143,191,NA,2084,NA,"W MONCRIEFF PL ","Tennyson St & W Moncrieff Pl, Denver, CO 80212, USA","39.7630171","-105.0440065"
"668","N TENNYSON ST",2014-04-11,"SB",116,169,NA,1710,NA," W 32nd AVE","3940 W 32nd Ave, Denver, CO 80212, USA","39.7620187","-105.0391273"
"669","N TENNYSON ST",2014-04-11,"SB",143,191,NA,2084,NA," W32nd AVE","Tennyson St, Colorado, USA","39.7931456","-105.0439213"
"670","N TOWER RD",2006-10-19,"SB",1472,927,NA,NA,NA,"PENA BLVD","6951 N Yampa St, Denver, CO 80249, USA","39.8230428","-104.7750111"
"671","N TOWER RD",2006-10-24,"SB",633,696,NA,NA,NA,"48TH AVE","Tower Rd, Colorado, USA","39.8271839","-104.771774"
"672","N YORK ST",2009-06-11,"SB",811,1107,NA,NA,NA,"16TH AND 17TH","E 16th Ave & York St, Denver, CO 80206, USA","39.7416305","-104.9597961"
"673","N YORK ST",2013-06-28,"SB",649,653,NA,8305,NA,"E 38th AVE ","E 38th Ave & York St, Denver, CO 80205, USA","39.7693035","-104.9597456"
"674","N YORK ST",2013-06-28,"SB",568,531,NA,6890,NA,"E 36th AVE ","E 36th Ave & York St, Denver, CO 80205, USA","39.7669575","-104.9597454"
"675","N YORK ST",2013-06-28,"SB",568,531,NA,6890,NA," E 37th AVE","York St, Colorado, USA","39.9063608","-104.958868"
"676","N YOSEMITE ST",2014-03-07,"NB",317,392,NA,3710,NA,"E 11th AVE ","Yosemite St & E 11th Ave, Denver, CO 80230, USA","39.7328402","-104.8847607"
"677","N YOSEMITE ST",2014-03-07,"NB",319,291,NA,2952,NA,"ALTON WAY ","Alton Way & Yosemite St, Denver, CO 80230, USA","39.7312477","-104.8847996"
"678","N YOSEMITE ST",2014-03-07,"NB",317,392,NA,3710,NA," ALTON WAY","Yosemite St, Colorado, USA","39.7356318","-104.8846792"
"679","N ZUNI ST",2015-02-12,"SB",552,308,NA,3964,NA," W 37th AVE","Zuni St, Colorado, USA","39.7656432","-105.0158517"
"680","N. AIRPORT WAY",2012-02-02,"SB",85,202,NA,1413,NA,"E. 40th AVE.","E 40th Ave & Airport Way, Denver, CO 80239, USA","39.772897","-104.7959899"
"681","N. CHERRY ST",2012-07-10,"SB",17,11,NA,142,NA,"28th AVE","E 28th Ave & Cherry St, Denver, CO 80207, USA","39.756498","-104.9339117"
"682","N. CLARKSON ST.",2012-02-23,"NB",445,386,NA,4166,NA,"E. 9th AVE.","N Clarkson St & E 9th Ave, Denver, CO 80218, USA","39.7304447","-104.9775741"
"683","N. CLERMONT ST",2013-10-11,"SB",124,76,NA,939,NA,"E 12th AVE ","E 12th Ave & Clermont St, Denver, CO 80220, USA","39.7346851","-104.9350119"
"684","N. CLERMONT ST",2013-10-11,"SB",124,76,NA,939,NA," HALE PKWY","Clermont St, Denver, CO, USA","39.739875","-104.93499"
"685","N. CLERMONT ST",2013-10-11,"SB",116,81,NA,891,NA," E 13th AVE.","1515 Clermont St, Denver, CO 80220, USA","39.7407131","-104.9358281"
"686","N. COOK ST.",2012-11-26,"SB",12,13,NA,122,NA,"E. 36th AVE ","Cook St & E 36th Ave, Denver, CO 80205, USA","39.7669732","-104.9474807"
"687","N. COOK ST.",2012-11-26,"SB",12,13,NA,122,NA," E. 35th AVE","Cook St, Denver, CO, USA","39.7557233","-104.9476539"
"688","N. CROWN BLVD",2012-03-10,"SB",178,235,NA,1961,NA,"54th AVE. ","Crown Blvd & E 54th Ave, Denver, CO 80239, USA","39.7916476","-104.8241378"
"689","N. CROWN BLVD",2012-03-10,"SB",178,235,NA,1961,NA," BLACKHAWK WAY","Crown Blvd, Denver, CO 80239, USA","39.7864476","-104.8297273"
"690","N. CRYSTRAL ST",2013-08-28,"SB",85,48,NA,520,NA," E. 47th DR","47th Dr, Denver, CO 80249, USA","39.7827404","-104.7609791"
"691","N. FULTON ST.",2013-10-24,"SB",38,62,NA,490,NA,"E. 28th AVE. ","E 28th Ave & Fulton St, Denver, CO 80238, USA","39.7565468","-104.8705555"
"692","N. HARLAN ST.",2012-11-26,"SB",43,60,NA,601,NA,"W. 42nd AVE ","W 42nd Ave, Denver, CO, USA","39.7738982","-105.0439993"
"693","N. HARLAN ST.",2012-11-26,"SB",43,60,NA,601,NA," W. 49th  AVE","N Harlan St, Colorado, USA","39.7885909","-105.0618393"
"694","N. HUDSON ST.",2012-05-08,"SB",61,85,NA,782,NA,"E. 14th AVE. ","E 14th Ave, Denver, CO, USA","39.7386004","-104.8807185"
"695","N. HUDSON ST.",2012-05-08,"SB",61,85,NA,782,NA," E. COLFAX AVE.","Hudson St, Denver, CO, USA","39.743397","-104.9234505"
"696","N. IOLA ST",2012-06-28,"NB",48,39,NA,435,NA,"E. 28th Pl ","E 28th Pl & Iola St, Denver, CO 80238, USA","39.7575048","-104.8645374"
"697","N. IRVING ST.",2012-11-26,"SB",138,143,NA,1214,NA,"W. 18th AVE ","Irving St & W 18th Ave, Denver, CO 80204, USA","39.7451641","-105.0299569"
"698","N. KEARNEY ST",2013-05-17,"SB",21,33,NA,308,NA,"E. 19th AVE ","Kearney St & E 19th Ave, Denver, CO 80220, USA","39.7456582","-104.9175607"
"699","N. KEARNEY ST",2013-05-17,"SB",21,33,NA,308,NA," E. !7th AVE PKWY","E 7th Ave Pkwy, Denver, CO, USA","39.7271326","-104.9532463"
"700","N. KRAMERIA ST",2013-05-17,"SB",65,102,NA,910,NA,"E. 19th AVE ","E 19th Ave & Krameria St, Denver, CO 80220, USA","39.7456545","-104.9163185"
"701","N. KRAMERIA ST",2013-05-17,"SB",65,102,NA,910,NA," E. !7th AVE PKWY","Krameria St, Colorado, USA","39.7855002","-104.9167971"
"702","N. KRAMERIA ST",2013-09-12,"SB",30,78,NA,468,NA,"E. 6th AVE ","E 6th Ave & Krameria St, Denver, CO 80220, USA","39.7253418","-104.9162499"
"703","N. KRAMERIA ST",2013-09-13,"SB",57,104,NA,739,NA,"E. 3rd AVE ","E 3rd Ave & Krameria St, Denver, CO 80220, USA","39.7211526","-104.9160344"
"704","N. LEYDEN ST",2013-05-17,"SB",14,15,NA,148,NA,"E. 19th AVE ","E 19th Ave & Leyden St, Denver, CO 80220, USA","39.7456463","-104.9151605"
"705","N. LIPAN AVE.",2013-09-05,"EB",144,145,NA,1736,NA,"W. 40th AVE ","Lipan St & W 40th Ave, Denver, CO 80211, USA","39.771785","-105.0017624"
"706","N. LIPAN AVE.",2013-09-05,"EB",144,145,NA,1736,NA," W. 39th AVE","Lipan St, Colorado, USA","39.7729855","-105.0017599"
"707","N. LOCUST ST",2013-09-13,"SB",18,34,NA,197,NA,"E. 5th AVE ","E 5th Ave & N Locust St, Denver, CO 80220, USA","39.7247927","-104.9138678"
"708","N. LOCUST ST",2013-09-13,"SB",18,34,NA,197,NA," E. 4th AVE","N Locust St, Colorado, USA","39.7852313","-104.9144676"
"709","N. LOWELL BLVD",2013-03-18,"SB",34,41,NA,404,NA,"W. CONEJOS PL. ","W Conejos Pl & Lowell Blvd, Denver, CO 80204, USA","39.7415225","-105.0346011"
"710","N. LOWELL BLVD",2013-03-18,"SB",33,51,NA,507,NA,"W. 14th AVE. ","Lowell Blvd & W 14th Ave, Denver, CO 80204, USA","39.7384791","-105.0346177"
"711","N. MEADE ST.",2013-03-18,"SB",14,33,NA,250,NA,"W. CONEJOS PL. ","W Conejos Pl & Meade St, Denver, CO 80204, USA","39.7415237","-105.0358284"
"712","N. MEADE ST.",2013-03-18,"SB",27,38,NA,385,NA,"W. 14th AVE. ","Meade St & W 14th Ave, Denver, CO 80204, USA","39.7384806","-105.0358109"
"713","N. MEADE ST.",2013-03-18,"SB",14,33,NA,250,NA," W. COLFAX AVE","Meade St, Colorado, USA","39.7561326","-105.0357983"
"714","N. NEWTON ST.",2013-03-18,"SB",32,47,NA,536,NA,"W. CONEJOS PL. ","W Conejos Pl & Newton St, Denver, CO 80204, USA","39.7415207","-105.0369978"
"715","N. NEWTON ST.",2013-03-18,"SB",13,26,NA,299,NA,"W. 14th AVE. ","W 14th Ave & Newton St, Denver, CO 80204, USA","39.7384801","-105.0369761"
"716","N. NEWTON ST.",2013-03-18,"SB",32,47,NA,536,NA," W. COLFAX AVE","Newton St, Colorado, USA","39.7946617","-105.0369608"
"717","N. PEARL ST",2011-07-19,"SB",20,38,NA,344,NA,"E. 4th Ave ","E 4th Ave & Pearl St, Denver, CO 80203, USA","39.7225055","-104.9799697"
"718","N. PEARL ST",2011-07-19,"SB",20,38,NA,344,NA," E. 5th Ave","Pearl St, Denver, CO 80203, USA","39.7320356","-104.9798384"
"719","N. STEELE ST.",2013-03-18,"SB",20,50,NA,379,NA,"E. 14th AVE. ","E 14th Ave & Steele St, Denver, CO 80206, USA","39.7383558","-104.9494829"
"720","N. STEELE ST.",2013-03-18,"SB",29,48,NA,497,NA,"E. 16th AVE. ","E 16th Ave & Steele St, Denver, CO 80206, USA","39.7419728","-104.9500635"
"721","N. STEELE ST.",2013-09-20,"SB",382,318,NA,4114,NA,"E. 45th AVE. ","E 45th Ave & Steele St, Denver, CO 80216, USA","39.7789147","-104.9498782"
"722","N. TEJON ST.",2011-04-16,"SB",252,212,NA,NA,NA,"W. 36th AVE.","W 36th Ave & Tejon St, Denver, CO 80211, USA","39.7668496","-105.0111972"
"723","N. UINTA WAY",2013-08-02,"SB",124,130,NA,1340,NA,"N ULSTER WAY ","Uinta Way, Denver, CO 80230, USA","39.7263259","-104.8920822"
"724","N. WABASH ST.",2012-05-13,"EB",41,77,NA,543,NA,"E. 25th PL ","E 25th Pl & Wabash St, Denver, CO 80238, USA","39.7529576","-104.8892762"
"725","N. WASHINGTON ST",2013-10-22,"SB",724,594,NA,7130,NA,"E. ELGIN PL. ","E Elgin Pl, Denver, CO 80239, USA","39.7843652","-104.8374857"
"726","N. WASHINGTON ST",2013-10-22,"NB",592,828,NA,10124,NA," E. 45th AVE.","N Washington St, Denver, CO, USA","39.7358731","-104.9787157"
"727","N. WASHINGTON ST",2013-10-22,"SB",724,594,NA,7130,NA," E. 49th AVE.","Washington St & 49th Ave, Denver, CO 80216, USA","39.785969","-104.978237"
"728","N. WILLIAMS ST",2011-10-11,"SB",59,81,NA,780,NA,"E. 7th AVE. ","E 7th Ave & N Williams St, Denver, CO 80218, USA","39.7272992","-104.9658675"
"729","N. WILLIAMS ST",2011-10-11,"SB",59,81,NA,780,NA," E. 8th AVE.","N Williams St, Denver, CO, USA","39.7532241","-104.9659497"
"730","N. YORK ST.",2013-09-17,"SB",669,450,NA,6878,NA," E. 44th AVE.","E 44th Ave, Denver, CO 80249, USA","39.7766652","-104.7654114"
"731","N. YORK ST.",2013-09-18,"SB",328,274,NA,3038,NA,"E. 47th AVE. ","East 47th Ave. & York St, Denver, CO 80216, USA","39.7819674","-104.9592734"
"732","NAVAJO ST",2008-09-30,"SB",36,61,NA,NA,NA,"38TH AVE","W 38th Ave & Navajo St, Denver, CO 80211, USA","39.7692769","-105.0041789"
"733","NB FEDERAL BLVD OFFRAMP",2010-07-16,"WB",36,55,NA,584,NA,"COLFAX AVE","Federal Blvd, Colorado, USA","39.8154734","-105.0251583"
"734","NB SANTA FE",2011-06-20,"NB",519,541,NA,NA,NA,"6th AVE.(Art District)","525 Santa Fe Dr, Denver, CO 80204, USA","39.7245837","-104.9989852"
"735","NB SANTA FE",2011-06-20,"NB",970,819,NA,NA,NA,"7th Ave. ","W 7th Ave & Santa Fe Dr, Denver, CO 80204, USA","39.727359","-104.998428"
"736","NETHERLAND",2010-03-17,"NB",14,13,NA,312,NA,"52nd AVE","Netherland St & 52nd Ave, Denver, CO 80249, USA","39.7919255","-104.7387502"
"737","NEWPORT WAY",2009-01-07,"NB",32,14,NA,NA,NA,"ALAMEDA AVE","S Newport Way & E Alameda Ave, Denver, CO 80230, USA","39.71139","-104.9086995"
"738","NEWTON ST",2008-10-23,"SB",19,33,NA,NA,NA,"COLFAX","W Colfax Ave & Newton St, Denver, CO 80204, USA","39.7403319","-105.0369899"
"739","NORTH FLANDERS WAY",2010-11-16,"NB",167,122,NA,NA,NA,"GREEN VALLY RANCH","N Flanders St, Denver, CO 80249, USA","39.7754467","-104.7577838"
"740","NORTH IRVING ST",2010-10-20,"SB",113,131,NA,NA,NA,"WEST 17th AVE","W 17th Ave & Irving St, Denver, CO 80204, USA","39.7439446","-105.0299377"
"741","NORTH MEADE ST",2010-10-02,"NB",16,22,NA,206,NA,"WEST 17th AVE","W 17th Ave & Meade St, Denver, CO 80212, USA","39.7439571","-105.0357843"
"742","NORTH STAPLETON DR",2010-10-30,"WB",602,610,NA,NA,NA,"NORTH MONACO ST","6100 Stapleton S Dr #0, Denver, CO 80216, USA","39.7778208","-104.9159128"
"743","NORTH STAPLETON DR",2010-10-30,"WB",492,766,NA,NA,NA,"NORTH DAHLIA ST","Stapleton S Dr, Denver, CO 80216, USA","39.7780828","-104.9213711"
"744","NORTHFIELD BLVD",2011-10-18,"EB",743,656,NA,8584,NA,"CENTRAL PARK BLVD","Central Park Blvd & Northfield Blvd, Denver, CO 80238, USA","39.7857273","-104.8825136"
"745","OSAGE ST",2015-08-21,"NB",103,178,NA,1672,NA,"W 11TH AVE ","142W W 11th Ave, Denver, CO 80204, USA","39.7335815","-104.9898763"
"746","OSAGE ST",2015-08-21,"SB",173,190,NA,2227,NA,"W 14TH AVE ","Osage St & W 14th Ave, Denver, CO 80204, USA","39.7384683","-105.0052338"
"747","OSAGE ST",2015-08-21,"NB",103,178,NA,1672,NA," W 13TH AVE","Osage St, Denver, CO, USA","39.7321257","-105.005263"
"748","PECOS ST",2008-09-30,"NB",127,218,NA,NA,NA,"38TH AVE","W 38th Ave & N Pecos St, Denver, CO 80211, USA","39.7692724","-105.0064508"
"749","PEORIA ST",2009-11-03,"SB",1379,1506,NA,NA,NA,"45TH AVE","E 45th Ave & Peoria St, Denver, CO 80239, USA","39.7780438","-104.8471444"
"750","PLATTE RIVER DR",2009-10-14,"SB",424,669,NA,NA,NA,"1300 SOUTH","3400 S Platte River Dr, Sheridan, CO 80110, USA","39.6546074","-105.0042477"
"751","POWERHOUSE PL",2014-06-06,"EB",116,90,NA,891,NA,"N ULSTER CT ","Ulster Ct, Denver, CO 80230, USA","39.7226727","-104.8935005"
"752","POWERHOUSE PL",2014-06-06,"EB",116,90,NA,891,NA," N SPRUCE ST","Power House Pl, Denver, CO 80230, USA","39.723681","-104.8936771"
"753","QUEBEC",2006-10-10,"NB",877,1201,NA,NA,NA,"ILIFF","E Iliff Ave & S Quebec St, Colorado 80231, USA","39.6766657","-104.9035151"
"754","QUEBEC ST.",2010-10-09,"SB",1406,1629,NA,NA,NA,"I-70","I-70BL & Quebec St, Denver, CO 80220, USA","39.7401087","-104.9034654"
"755","QUEBEC ST.",2010-10-09,"SB",486,535,NA,NA,NA,"MONTVIEW BLVD","Montview Blvd & Quebec St, Denver, CO 80207, USA","39.7474417","-104.9034418"
"756","QUEBEC ST.",2010-10-09,"SB",956,1032,NA,NA,NA,"11TH AVE","E 11th Ave & Quebec St, Denver, CO 80230, USA","39.7328885","-104.903452"
"757","QUEBEC ST.",2010-10-09,"SB",1012,1490,NA,NA,NA,"1ST AVE","E 1st Ave & Quebec St, Denver, CO 80230, USA","39.7183868","-104.9036002"
"758","QUEBEC ST.",2010-10-09,"SB",672,856,NA,NA,NA,"ALAMEDA  AVE","E Alameda Ave & Quebec St, Denver, CO 80230, USA","39.7113574","-104.9033449"
"759","QUEBEC ST.",2010-10-16,"SBLT",282,470,NA,NA,NA,"MARTIN LUTHER KING BLVD","M.L.K. Jr Blvd & Quebec St, Denver, CO 80207, USA","39.7614537","-104.9034394"
"760","QUEBEC ST.",2010-10-16,"NB",771,750,NA,NA,NA,"26TH AVE","E 26th Ave & Quebec St, Denver, CO 80207, USA","39.7547318","-104.9034511"
"761","QUIVAS ST",2008-09-30,"SB",43,66,NA,NA,NA,"38TH AVE","W 38th Ave & Quivas St, Denver, CO 80211, USA","39.7692764","-105.0080343"
"762","RAMPART WAY",2013-11-15,"NB",97,84,NA,876,NA," E. ACADEMY BLVD.","7581 E Academy Blvd, Denver, CO 80230, USA","39.7202438","-104.8968299"
"763","RINGSBY CT",2011-05-21,"SB",142,116,NA,NA,NA,"31st ST.","Ringsby Ct & 31st St, Denver, CO 80216, USA","39.7676853","-104.9850999"
"764","RINGSBY CT",2011-05-21,"SB",202,128,NA,NA,NA,"N. WASHINGTON ST.","4676 Washington St, Denver, CO 80216, USA","39.7814199","-104.9783058"
"765","ROSEMARY ST",2015-07-24,"SB",32,66,NA,552,NA,"E ELLSWORTH AVE ","Rosemary St & E Ellsworth Ave, Denver, CO 80230, USA","39.7162802","-104.8997417"
"766","ROSEMARY ST",2015-07-24,"SB",32,66,NA,552,NA," E LOWRY BLVD","Lowry Blvd & Rosemary St, Denver, CO 80230, USA","39.716957","-104.89922"
"767","ROSLYN ST",2009-02-24,"NB",26,43,NA,NA,NA,"E. 9TH","E 9th Ave & Roslyn St, Denver, CO 80230, USA","39.7308409","-104.9013188"
"768","ROSLYN ST",2009-08-19,"NB",81,102,NA,NA,NA,"E 1ST AVE","E 1st Ave & Roslyn St, Denver, CO 80230, USA","39.7195181","-104.8994726"
"769","ROSLYN ST",2010-07-29,"SB",232,437,NA,NA,NA,"29th PL","E 29th Pl & Roslyn St, Denver, CO 80238, USA","39.7584117","-104.9005181"
"770","S ADAMS WAY",2014-07-25,"EB",3,3,NA,39,NA,"S MONROE ST ","S Adams Way & S Monroe St, Denver, CO 80210, USA","39.6578845","-104.9462792"
"771","S ADAMS WAY",2014-07-25,"EB",3,3,NA,39,NA," E EASTMAN AVE","S Adams Way, Denver, CO 80210, USA","39.6589413","-104.9474858"
"772","S BROADWAY BLVD TO I-25 SB",2006-11-14,"EB",539,1006,NA,NA,NA,"I-25","I-25 / Broadway Station, Denver, CO 80223, USA","39.7015719","-104.9900036"
"773","S CLERMONT",2010-08-20,"NB",29,68,NA,742,NA,"E CORNELL ","E Cornell Ave & S Clermont Dr, Denver, CO 80222, USA","39.6635028","-104.9356285"
"774","S CLERMONT",2010-08-20,"NB",29,68,NA,742,NA," S BROOK DR","2775 S Brook Dr, Denver, CO 80222, USA","39.6667895","-104.9355333"
"775","S COLORADO BLVD",2006-10-02,"NB",2153,2252,NA,NA,NA,"E LOUISIANA AVE","E Louisiana Ave & S Colorado Blvd, Denver, CO 80222, USA","39.6929418","-104.9405602"
"776","S DAHLIA ST",2015-11-06,"SB",316,200,NA,2441,NA," E ALAMEDA AVE","911 S Dahlia St STE 101, Denver, CO 80246, USA","39.6992172","-104.9319953"
"777","S DAHLIA ST",2015-11-10,"SB",194,307,NA,2771,NA,"E ALAMEDA AVE ","S Dahlia St & E Alameda Ave, Denver, CO 80246, USA","39.7113488","-104.9316645"
"778","S DAHLIA ST",2015-11-10,"SB",194,307,NA,2771,NA," LEETSDALE DR","S Dahlia St, Colorado, USA","39.6693976","-104.9316414"
"779","S DAYTON ST",2015-09-25,"NB",320,445,NA,5588,NA,"E KENTUCKY DR ","E Kentucky Dr & S Dayton St, Denver, CO 80247, USA","39.7001362","-104.8753284"
"780","S DAYTON ST",2015-09-25,"NB",320,445,NA,5588,NA," E OHIO AVE","S Dayton St, Colorado, USA","39.6939718","-104.8752992"
"781","S DECATUR ST",2014-08-29,"SB",35,74,NA,617,NA,"W WARREN AVE ","S Decatur St & W Warren Ave, Denver, CO 80219, USA","39.6767902","-105.0227143"
"782","S DECATUR ST",2014-08-29,"SB",35,74,NA,617,NA," W ILIFF AVE","S Decatur St, Colorado, USA","39.6718045","-105.0227515"
"783","S DOWNING ST",2014-10-03,"NB",452,534,NA,6217,NA,"E HARVARD AVE ","S Downing St & Harvard Ave, Denver, CO 80210, USA","39.6711841","-104.9733461"
"784","S DOWNING ST",2014-10-03,"SB",502,604,NA,7245,NA,"E ILIFF AVE ","E Iliff Ave & S Downing St, Denver, CO 80210, USA","39.6748869","-104.9734763"
"785","S DOWNING ST",2015-09-04,"SB",544,743,NA,8457,NA,"E MEXICO AVE ","S Downing St & E Mexico Ave, Denver, CO 80210, USA","39.685757","-104.9734446"
"786","S DOWNING ST",2015-09-04,"SB",521,702,NA,8179,NA,"E COLORADO AVE ","S Downing St & E Colorado Ave, Denver, CO 80210, USA","39.6839974","-104.9734227"
"787","S DOWNING ST",2015-09-04,"SB",521,681,NA,8142,NA,"E JEWELL AVE 7 E COLORADO AVE","E Jewell Ave & S Downing St, Denver, CO 80210, USA","39.6821521","-104.9734046"
"788","S EMERSON ST",2006-11-15,"NB",104,50,NA,NA,NA,"S BUCHTEL BLVD","S Emerson St & Buchtel Blvd N, Denver, CO 80210, USA","39.6926948","-104.9769416"
"789","S EMERSON ST",2015-10-16,"EB",208,174,NA,2102,NA,"ARKANSAS AVE ","S Emerson St & E Arkansas Ave, Denver, CO 80210, USA","39.6911612","-104.9769635"
"790","S EMERSON ST",2015-10-16,"EB",208,174,NA,2102,NA," BUCHTEL BLVD","10 S Emerson St, Denver, CO 80209, USA","39.7162715","-104.9766076"
"791","S FOREST ST",2015-11-06,"SB",222,151,NA,1933,NA,"E DAKOTA AVE ","E Dakota Ave & S Forest St, Denver, CO 80246, USA","39.7092976","-104.9269983"
"792","S FOREST ST",2015-11-06,"SB",222,151,NA,1933,NA," E ALAMEDA AVE","S Forest St, Colorado, USA","39.6854468","-104.9268729"
"793","S GARFIELD ST",2015-10-23,"SB",33,42,NA,400,NA,"E KENTUCKY AVE ","S Garfield St & E Kentucky Ave, Denver, CO 80209, USA","39.7002035","-104.9442193"
"794","S HARLEN ST",2014-12-12,"SB",25,57,NA,533,NA,"W HAMPDEN AVE ","S Harlan St & W Hampden Ave, Bear Valley, CO 80235, USA","39.6529821","-105.0625663"
"795","S HARLEN ST",2014-12-12,"SB",25,57,NA,533,NA," W JEFFERSON AVE","W Jefferson Ave, Denver, CO 80235, USA","39.6499841","-105.0813359"
"796","S HARRISON LN",2015-08-07,"SB",15,17,NA,158,NA,"CHERRY CK DR S ","S Harrison Ln, Denver, CO, USA","39.7038243","-104.942746"
"797","S HARRISON LN",2015-08-07,"EB",16,16,NA,184,NA,"S HARRISON ST ","S Harrison St & S Harrison Ln, Denver, CO 80246, USA","39.7051965","-104.9434865"
"798","S HOLLY PL",2010-07-23,"EB",54,37,NA,NA,NA,"LOCUST ST","S Holly Pl & S Locust St, Denver, CO 80222, USA","39.6553375","-104.9158693"
"799","S HOLLY PL",2015-06-05,"EB",44,71,NA,692,NA," S LEYDEN ST","S Leyden St, Denver, CO, USA","39.6834968","-104.9160073"
"800","S HOLLY ST",2014-06-20,"SB",445,583,NA,5638,NA," E BAYAUD AVE","S Holly St, Colorado, USA","39.6415087","-104.922599"
"801","S HOLLY ST",2014-06-20,"NB",371,583,NA,5700,NA," E ALAMEDA AVE","Evans Ave & S Holly St, Denver, CO 80222, USA","39.678392","-104.922567"
"802","S HOLLY ST",2014-06-20,"SBLT",62,70,NA,829,NA," LEETSDALE DR","Leetsdale Dr & S Holly St, Denver, CO 80246, USA","39.707127","-104.921811"
"803","S HURON ST",2015-04-01,"SB",24,45,NA,431,NA,"W ASBURY AVE ","W Asbury Ave & S Huron St, Denver, CO 80223, USA","39.6803094","-104.9971533"
"804","S HURON ST",2015-04-01,"SB",24,45,NA,431,NA," S PLATTE RIVER DR","S Huron St, Colorado, USA","39.6568375","-104.997011"
"805","S JERSEY ST",2015-04-24,"SB",71,35,NA,435,NA," E VIRGINIA AVE","S Jersey St, Colorado, USA","39.672569","-104.9177627"
"806","S KENDALL ST",2014-12-12,"SB",34,86,NA,713,NA,"W ITHACA PL ","S Kendall St & W Ithaca Pl, Denver, CO 80235, USA","39.652125","-105.066713"
"807","S KENDALL ST",2014-12-12,"SB",34,86,NA,713,NA," W HAMPDEN AVE","3550 S Kendall St, Denver, CO 80235, USA","39.6521691","-105.0661588"
"808","S LIPAN ST",2014-12-12,"SB",118,176,NA,1909,NA,"W VIRGINIA AVE ","S Lipan St & W Virginia Ave, Denver, CO 80223, USA","39.7075576","-105.0014961"
"809","S LIPAN ST",2014-12-12,"SB",118,176,NA,1909,NA," W ALASKA PL","S Lipan St, Colorado, USA","39.6730579","-105.0017731"
"810","S LOCUST ST",2011-09-20,"SB",87,74,NA,850,NA,"S. HOLLY AND E. HAMPDEN AVE.","S Locust St, Colorado, USA","39.6829001","-104.9141576"
"811","S LOCUST ST",2015-06-05,"SB",37,29,NA,406,NA,"E FLOYD DR ","S Locust St & E Floyd Dr, Colorado 80222, USA","39.6575156","-104.9155152"
"812","S LOGAN ST",2015-09-04,"SB",263,526,NA,4706,NA,"E ARIZONA AVE ","S Logan St & E Arizona Ave, Denver, CO 80210, USA","39.694781","-104.9827808"
"813","S LOGAN ST",2015-09-04,"SB",263,526,NA,4706,NA," E LOUISIANA AVE","S Logan St, Colorado, USA","39.6440076","-104.9830605"
"814","S LOGAN ST",2015-11-06,"NB",540,639,NA,6503,NA,"E IOWA AVE ","S Logan St & E Iowa Ave, Denver, CO 80210, USA","39.687572","-104.9827936"
"815","S LOGAN ST",2015-11-06,"SB",2,1,NA,4,NA,"E FLORIDA  AVE ","S Logan St & E Florida Ave, Denver, CO 80210, USA","39.6894036","-104.9827954"
"816","S LOWELL BLVD",2015-02-13,"NB",227,281,NA,2234,NA,"W LEHIGH AVE ","S Lowell Blvd & W Lehigh Ave, Denver, CO 80236, USA","39.6481472","-105.0346415"
"817","S LOWELL BLVD",2015-02-13,"SB",246,206,NA,2000,NA,"W KENYON AVE ","S Lowell Blvd & W Kenyon Ave, Sheridan, CO 80236, USA","39.649172","-105.034587"
